"","early_interval","interval.ma","occurrence_no","fad","lad","accepted_name","ex","phylum","class","family","paleolat","paleolng","collection_no","reference_no"
"201","Induan",251.2,1424630,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197847,67172
"202","Induan",251.2,1250837,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,165134,60793
"203","Induan",251.2,1170038,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",28.4,-30.94,150701,60793
"204","Induan",251.2,1420680,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",13.35,35.33,197130,67173
"205","Induan",251.2,1347776,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",54.76,22.9,182611,60793
"206","Induan",251.2,1347777,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",54.76,22.9,182612,60793
"207","Induan",251.2,1476320,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-12.56,104.62,205985,70657
"208","Induan",251.2,1250091,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,36.38,165020,60793
"209","Induan",251.2,1319545,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177405,60793
"210","Induan",251.2,1440036,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-14.75,106.83,201007,67174
"211","Induan",251.2,1476395,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-14.54,104.84,205996,70657
"212","Induan",251.2,1170068,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",26.62,-29.89,150710,60793
"213","Induan",251.2,1424629,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197846,67172
"214","Induan",251.2,1424631,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197848,67172
"215","Induan",251.2,1424687,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.94,36.21,197887,67172
"216","Induan",251.2,1250816,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.86,36.13,165127,60793
"217","Induan",251.2,1170050,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",26.63,-29.9,150704,60793
"218","Induan",251.2,1250070,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,36.38,165015,60793
"219","Induan",251.2,1439850,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-14.79,106.75,200990,67174
"220","Induan",251.2,1170053,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",26.63,-29.9,150705,60793
"221","Induan",251.2,1319489,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177385,60793
"222","Induan",251.2,1424594,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197821,67172
"223","Induan",251.2,1371579,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-15.87,107.54,187276,60793
"224","Induan",251.2,1476361,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-13.36,104.46,205991,70657
"225","Induan",251.2,1250106,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,36.38,165024,60793
"226","Induan",251.2,1424625,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197842,67172
"227","Induan",251.2,1319499,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177390,60793
"228","Induan",251.2,1319520,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177397,60793
"229","Induan",251.2,1170043,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",26.63,-29.9,150702,60793
"230","Induan",251.2,1439886,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-14.74,106.83,200994,67174
"231","Induan",251.2,1250813,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.86,36.13,165126,60793
"232","Induan",251.2,1319491,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177386,60793
"233","Induan",251.2,1476249,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",-13.86,104.54,205960,70657
"234","Induan",251.2,1424628,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197845,67172
"235","Induan",251.2,1319486,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177384,60793
"236","Induan",251.2,1424627,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197844,67172
"237","Induan",251.2,1170121,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",25.42,-31.08,150725,60793
"238","Induan",251.2,1424632,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197849,67172
"239","Induan",251.2,1170044,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",26.63,-29.9,150703,60793
"240","Induan",251.2,1424670,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,35.97,197874,67172
"241","Induan",251.2,1424672,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,35.97,197876,67172
"242","Induan",251.2,1424623,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.74,36.16,197841,67172
"243","Induan",251.2,1250063,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,36.38,165013,60793
"244","Induan",251.2,820439,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",21.01,142.39,90209,60793
"245","Induan",251.2,1424669,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,35.97,197873,67172
"246","Induan",251.2,1319525,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",8.35,40.84,177399,60793
"247","Induan",251.2,1424671,251.2,33.9,"Austrotindaria",0,"Mollusca","Bivalvia","Tindariidae",12.87,35.97,197875,67172
"248","Changhsingian",252.17,1467782,382.7,3.6,"Avicula",0,"Mollusca","Bivalvia","Aviculidae",12.12,36.16,204983,70360
"249","Changhsingian",252.17,1011736,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.3,111.57,123617,35242
"250","Changhsingian",252.17,938952,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.13,104.76,108552,33502
"251","Changhsingian",252.17,1160536,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-17.05,108.91,149210,36523
"252","Induan",251.2,1518415,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",54.57,22.03,212170,73264
"253","Changhsingian",252.17,957921,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.42,104.08,112113,33770
"254","Changhsingian",252.17,1011728,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.44,111.42,123614,35242
"255","Induan",251.2,1518416,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",54.57,22.03,212171,73264
"256","Changhsingian",252.17,1422403,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.73,104.99,197492,67353
"257","Changhsingian",252.17,998619,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-10.81,105.55,121015,33766
"258","Changhsingian",252.17,1628948,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-37.17,55.05,230704,85213
"259","Changhsingian",252.17,991796,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.59,52.23,119720,27333
"260","Changhsingian",252.17,938867,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.13,104.76,108542,33502
"261","Changhsingian",252.17,1035615,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.37,52.11,126889,28589
"263","Changhsingian",252.17,1628946,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-37.17,55.05,230706,85213
"264","Changhsingian",252.17,1035673,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.32,52.06,126896,28589
"265","Changhsingian",252.17,1161861,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.49,105.56,149290,36523
"266","Changhsingian",252.17,935347,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-10.11,108,107744,35825
"267","Changhsingian",252.17,1036047,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.32,52.06,126934,28589
"268","Changhsingian",252.17,938929,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.13,104.76,108549,33502
"269","Changhsingian",252.17,957610,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.26,104.61,112087,33770
"270","Changhsingian",252.17,966022,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",2.63,135.93,113883,33619
"271","Changhsingian",252.17,998625,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-10.81,105.55,121016,33766
"272","Changhsingian",252.17,938902,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.13,104.76,108546,33502
"273","Changhsingian",252.17,938905,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.13,104.76,108547,33502
"274","Changhsingian",252.17,1161812,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-12.18,105.8,149280,36523
"275","Changhsingian",252.17,925753,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.79,111.61,105910,35242
"276","Changhsingian",252.17,1159468,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-8.64,104.36,149078,36523
"277","Changhsingian",252.17,972075,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-37.2,55.08,115369,27795
"278","Changhsingian",252.17,991801,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.61,52.13,119731,27333
"279","Changhsingian",252.17,1161778,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-12.18,105.8,149276,36523
"280","Changhsingian",252.17,991802,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.54,52.06,119554,27333
"281","Changhsingian",252.17,967039,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",78.05,81.72,114218,27341
"282","Changhsingian",252.17,957150,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.26,104.61,112009,33770
"283","Induan",251.2,1517592,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",54.06,22.59,211949,73251
"284","Changhsingian",252.17,1036505,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.29,52.14,126980,28589
"285","Changhsingian",252.17,934702,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",2.64,135.93,107600,17922
"286","Changhsingian",252.17,1035545,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.42,52.08,126883,28589
"287","Changhsingian",252.17,968148,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",2.16,129.89,114530,27485
"288","Changhsingian",252.17,934698,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",2.63,135.92,107599,17922
"289","Changhsingian",252.17,1161914,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.49,105.56,149298,36523
"290","Changhsingian",252.17,967945,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",2.18,129.88,114491,27485
"291","Changhsingian",252.17,991797,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-35.59,52.2,119737,27333
"292","Changhsingian",252.17,957210,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.26,104.61,112013,33770
"293","Changhsingian",252.17,956796,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.85,105.33,111988,33770
"294","Changhsingian",252.17,957190,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-15.26,104.61,112012,33770
"295","Changhsingian",252.17,956776,393.3,100.5,"Aviculopecten",0,"Mollusca","Bivalvia","Aviculopectinidae",-14.85,105.33,111987,33770
"296","Changhsingian",252.17,967941,298.9,252.17,"Aviculopinna",1,"Mollusca","Bivalvia","Pinnidae",2.18,129.88,114491,27485
"297","Changhsingian",252.17,494756,298.9,252.17,"Aviculopinna",1,"Mollusca","Bivalvia","Pinnidae",13.35,-29.57,50001,13432
"298","Induan",251.2,1277322,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.74,36.14,169492,54290
"299","Induan",251.2,481097,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",40.88,22.89,48061,12856
"300","Induan",251.2,987917,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.9,22.7,118655,33700
"301","Induan",251.2,1522503,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",54.73,22.85,212933,73524
"302","Induan",251.2,349481,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",25.24,-30.94,33253,8833
"303","Induan",251.2,495851,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-8.21,104.79,48947,47676
"304","Induan",251.2,1439818,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200988,67174
"305","Induan",251.2,1211848,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.61,104.98,157352,51768
"306","Induan",251.2,875488,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-17.89,108.21,97072,33140
"307","Changhsingian",252.17,981484,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-11.67,105.28,94989,29971
"308","Induan",251.2,1522696,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",54.35,22.08,212966,73524
"309","Induan",251.2,481110,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",40.88,22.89,48064,12856
"310","Induan",251.2,1521525,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",8.91,35.54,212714,73456
"311","Changhsingian",252.17,906747,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.09,36.28,101937,34655
"312","Changhsingian",252.17,906720,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.18,36.14,87192,34655
"313","Induan",251.2,920777,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-7.08,117.29,105220,31712
"314","Induan",251.2,1277323,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.74,36.14,169493,54290
"315","Induan",251.2,1439944,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,201000,67174
"316","Changhsingian",252.17,936573,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-16.83,86.45,108196,33493
"317","Induan",251.2,998943,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-16.69,107.88,121137,33769
"318","Induan",251.2,1012062,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-12.51,104.2,123724,39785
"319","Induan",251.2,1172521,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.93,104.65,151136,36523
"320","Induan",251.2,920816,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-7.08,117.29,105221,31712
"321","Induan",251.2,1476385,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.54,104.84,205994,70657
"322","Induan",251.2,480996,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",41.61,22.76,48037,12856
"323","Induan",251.2,1439838,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200989,67174
"324","Changhsingian",252.17,955123,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-13.04,115.6,111730,33176
"325","Induan",251.2,1277324,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.74,36.14,169516,54290
"326","Induan",251.2,1517583,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",54.35,22.08,211946,73251
"327","Induan",251.2,988010,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.9,22.7,118682,33700
"328","Induan",251.2,1440039,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,201007,67174
"329","Changhsingian",252.17,1467784,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.12,36.16,204983,70360
"330","Induan",251.2,349468,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",25.57,-31.16,33251,8833
"331","Induan",251.2,987477,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.94,22.61,118510,33700
"332","Induan",251.2,957899,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.64,104.7,112112,33770
"333","Induan",251.2,1518241,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",54.75,22.9,212074,73263
"334","Induan",251.2,1439756,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200983,67174
"335","Induan",251.2,1440065,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.79,106.75,201012,67174
"336","Induan",251.2,1159871,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-10.91,105.97,149146,36523
"337","Induan",251.2,1159611,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-9.85,106.35,149105,36523
"338","Induan",251.2,1517589,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",54.87,22.27,211948,73251
"339","Induan",251.2,1157436,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-10.05,106.24,148537,36523
"340","Changhsingian",252.17,875877,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-18.62,107.65,95337,33140
"341","Induan",251.2,1159791,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-10.27,105.92,149126,36523
"342","Induan",251.2,1159605,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-9.85,106.35,149104,36523
"343","Changhsingian",252.17,575601,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-7.66,116.57,60533,17401
"344","Induan",251.2,987617,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.93,22.62,118559,33700
"345","Induan",251.2,988020,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.9,22.7,118683,33700
"346","Induan",251.2,1439778,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200985,67174
"347","Induan",251.2,1172527,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.93,104.65,151138,36523
"348","Induan",251.2,1440000,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,201003,67174
"349","Induan",251.2,1439980,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,201002,67174
"350","Induan",251.2,945738,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",4.28,115.3,109785,33544
"351","Induan",251.2,1439866,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200991,67174
"352","Induan",251.2,1439889,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200994,67174
"353","Induan",251.2,481693,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.8,22.74,48114,12885
"354","Induan",251.2,481681,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",43.8,22.74,48113,12885
"355","Induan",251.2,1172522,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.93,104.65,151137,36523
"356","Induan",251.2,1159632,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-9.85,106.35,149108,36523
"357","Induan",251.2,962221,323.2,66,"Bakevellia",0,"Mollusca","Bivalvia","NoA",20.12,108.9,112813,36705
"358","Induan",251.2,1439800,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,200987,67174
"359","Induan",251.2,1371617,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.87,107.54,187279,62810
"360","Changhsingian",252.17,861733,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-13.29,110.1,95750,27724
"361","Induan",251.2,1371594,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.87,107.54,187277,62810
"362","Induan",251.2,1371629,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.8,107.57,187267,62810
"363","Induan",251.2,1371645,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.37,106.82,187281,62810
"364","Induan",251.2,1371637,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.37,106.82,187280,62810
"365","Induan",251.2,1440078,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,201013,67174
"366","Induan",251.2,1439865,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200991,67174
"367","Induan",251.2,1439966,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,201001,67174
"368","Induan",251.2,1371608,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-15.87,107.54,187278,62810
"369","Changhsingian",252.17,1625557,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.12,36.17,230035,84610
"370","Changhsingian",252.17,1625511,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.14,36.16,230026,84610
"371","Changhsingian",252.17,935662,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-12.69,110.27,107810,27724
"372","Changhsingian",252.17,1625618,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",12.05,36.31,230050,84610
"373","Changhsingian",252.17,769518,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",7.55,40.29,82276,27732
"374","Induan",251.2,1439943,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.75,106.83,201000,67174
"375","Induan",251.2,1439817,295.5,163.5,"Bakevellia",0,"Mollusca","Bivalvia","NoA",-14.74,106.83,200988,67174
